feature_name,coef
"timestep@0 227349_value_(-0.001, 1.0]",-0.05141462195091671
timestep@3 224259_value_None,-0.05084822238121074
timestep@2 SysBP_mask,-0.05079491957272923
timestep@1 223781_value_No,-0.050639825001532184
"timestep@3 50868_value_(13.0, 15.0]",-0.05041299775523199
timestep@0 224003: Soft_value_1.0,-0.050360867938037374
timestep@0 227700: Bed locked in low position_value_1.0,-0.050356088069779065
INSURANCE_value:Medicaid,-0.05025847626068931
timestep@3 224031: None_value_1.0,-0.05009431159037466
"timestep@2 HR_max_(105.0, 941.0]",-0.04941952704327722
"timestep@1 RR_max_(15.0, 18.0]",-0.04931161097430948
timestep@2 220949_InputRoute: Continuous IV_value_1.0,-0.049015298377459056
timestep@3 223258_InputRoute: Continuous Med_value_1.0,-0.04895600398794776
timestep@0 223782_value_1.0,-0.0488683621137654
timestep@2 DiaBP_mask,-0.04883903850427421
"timestep@3 DiaBP_value_(53.0, 61.0]",-0.04883271229392328
timestep@0 226381_value_Widowed,-0.04879997989670954
timestep@3 224650: None_value_1.0,-0.04870744668588818
"timestep@2 DiaBP_mean_(53.0, 61.0]",-0.0479818584100679
"timestep@0 226253_value_(4.999, 85.0]",-0.04785702415020898
"timestep@1 50983_value_(142.0, 180.0]",-0.04772309651473473
timestep@0 225059: Renal Failure_value_1.0,-0.0474786518997209
timestep@0 227700_value_1.0,-0.04725127064338325
timestep@0 224086_value_Tolerated Well,-0.04702012233499756
"timestep@2 DiaBP_value_(53.0, 61.0]",-0.04700875137935526
"timestep@1 50912_value_(0.099, 0.7]",-0.04697355674680135
"timestep@0 225067_value_(-0.001, 1.0]",-0.046938560734632116
timestep@0 226364_value_1.0,-0.04691879518638589
timestep@0 224640_value_MICU,-0.04624870479975739
timestep@3 224276_value_1.0,-0.04624738355308379
timestep@1 224058_value_Adequate,-0.04622813865203241
timestep@3 223782_value_1.0,-0.04616193461934794
"timestep@2 SpO2_value_(97.0, 99.0]",-0.04602057738917304
"timestep@1 RR_max_(21.0, 24.0]",-0.045385053576013065
timestep@2 223987_value_Clear,-0.04512274035079547
timestep@1 224059_value_No Apparent Problem,-0.04496821051364771
timestep@1 224642_value_Oral,-0.0448503532576455
timestep@0 225231: WNL_value_1.0,-0.04481928135878643
"timestep@0 226180_value_(-0.001, 1.0]",-0.04476352563846173
timestep@3 SysBP_mask,-0.04462886110657332
timestep@2 220739_value_Spontaneously,-0.04437951765905124
timestep@2 227088_value_ED,-0.0443620249581724
timestep@1 226361_value_1.0,-0.0443374391157304
timestep@2 223258_InputRoute: Continuous Med_value_1.0,-0.04432653158607316
"timestep@3 226180_value_(-0.001, 1.0]",-0.044285763520138716
"timestep@2 224161_value_(30.0, 35.0]",-0.04402848792918831
"timestep@2 50902_value_(66.999, 100.0]",-0.04395812253084697
"timestep@0 225943_Rate_value_(0.662, 9.617]",-0.04374421594886853
timestep@2 HR_mask,-0.043644498392466105
timestep@2 223989_value_Clear,-0.04351524932079599
FIRST_WARDID_value:WARDID=50,-0.043412943667051944
timestep@3 224642_value_Oral,-0.043099457683743785
FIRST_CAREUNIT_value:SICU,-0.04296989394587554
"timestep@3 RR_max_(-0.001, 15.0]",-0.042932094036237135
timestep@3 DiaBP_mask,-0.04261197583374448
"timestep@3 HR_min_(-0.001, 69.0]",-0.04258980307434193
timestep@0 223782: Constant_value_1.0,-0.042570832124047574
"timestep@2 226559_value_(125.0, 240.0]",-0.04247866652923113
timestep@3 223917_value_Lifts and Holds,-0.042453443586478117
"timestep@1 225067_value_(-0.001, 1.0]",-0.042400101001085204
timestep@0 227472_value_Abdominal,-0.04238924153190161
timestep@1 223782: None_value_1.0,-0.04230739764376687
timestep@1 227969: Hazard-free environment_value_1.0,-0.042150571181806165
timestep@2 220048_value_1.0,-0.04194498397487451
timestep@1 224005_value_Positive,-0.04191383699932902
timestep@2 224031: None_value_1.0,-0.041823516390481305
"timestep@2 SysBP_mean_(143.0, 63613.995]",-0.041783119827546504
"timestep@0 227969: Quiet, calm space_value_1.0",-0.04165008783512102
"timestep@3 SpO2_mean_(98.5, 100.0]",-0.04162776981681499
"timestep@2 222168_Rate_value_(4.785, 7.521]",-0.04161309850354562
timestep@3 223943: Strong/Palpable_value_1.0,-0.0414365557643679
"timestep@2 HR_value_(90.0, 103.0]",-0.04126942058447066
"timestep@1 RR_value_(14.0, 17.0]",-0.041261429387087455
"timestep@3 DiaBP_min_(51.0, 59.0]",-0.041169710433512176
"timestep@0 51222_value_(11.2, 12.6]",-0.0407945621227655
timestep@2 223986_value_Clear,-0.040746132924997305
timestep@1 223991_value_1.0,-0.04068515044005667
"timestep@2 50882_value_(4.999, 20.0]",-0.04068059046452781
"timestep@0 226559_value_(125.0, 240.0]",-0.040542275697346315
timestep@0 223781_value_Yes,-0.04043062263889
"timestep@3 DiaBP_max_(63.0, 71.0]",-0.04037554613488691
"timestep@2 225094_value_(-0.001, 1.0]",-0.04036958322314044
"timestep@0 223835_value_(-0.001, 40.0]",-0.04031861247280739
FIRST_WARDID_value:WARDID=23,-0.04029821272207391
timestep@0 227088_value_Outside facility,-0.04015071406732448
"timestep@0 228098_value_(-0.001, 1.0]",-0.040079417148263095
"timestep@2 SysBP_value_(128.0, 143.0]",-0.03991746631354425
"timestep@0 224685_value_(530.0, 590.0]",-0.03989089760311096
timestep@1 223992_value_Productive,-0.03982715582407271
"timestep@0 226871_value_(2.7, 3.2]",-0.039748797716402585
LANGUAGE_value:RUSS,-0.03965538026663702
"timestep@0 RR_value_(14.0, 17.0]",-0.03962772291010787
timestep@3 226732: None_value_1.0,-0.03957013317302994
timestep@1 220949_InputRoute: Continuous IV_value_1.0,-0.039460731588363704
"timestep@2 225158_Rate_value_(0.0034200000000000003, 0.167]",-0.03928456304039328
"timestep@3 Temperature_value_(37.278, 525.556]",-0.03919552265738497
"timestep@1 51006_value_(1.999, 12.0]",-0.039115454928846376
timestep@1 224093_value_Left Side,-0.03908889652584971
"timestep@3 RR_min_(14.0, 16.0]",-0.03890729117862571
timestep@2 223258_value_1.0,-0.03885438355590104
timestep@0 225059: Anemia_value_1.0,-0.03884654654122147
timestep@0 224082: Turns by Self_value_1.0,-0.0388366983316185
"timestep@0 224161_value_(2.999, 30.0]",-0.038802517386106426
"timestep@2 SysBP_min_(141.0, 1114.0]",-0.03879201725969924
"timestep@3 50970_value_(0.199, 2.6]",-0.03864687031727849
"timestep@3 RR_value_(14.0, 17.0]",-0.03863670127454547
"timestep@3 220052_value_(80.0, 88.0]",-0.03860289407993885
"timestep@3 50983_value_(138.0, 140.0]",-0.03859003450601177
timestep@0 224040_value_1.0,-0.03857309806552315
timestep@2 223920_value_Normal strength,-0.03855669371684435
timestep@2 223911_value_Purposeful,-0.038535957560727474
"timestep@3 DiaBP_value_(61.0, 68.0]",-0.03850599236952238
"timestep@2 SysBP_mean_(116.0, 128.0]",-0.03838994146271809
"timestep@3 HR_max_(-0.001, 71.0]",-0.03836283555519861
"timestep@0 224162_value_(-0.001, 8.0]",-0.03829402054807437
timestep@0 227780_value_Dry and intact,-0.03824596589682563
timestep@3 223902_value_Normal,-0.03807113160724275
timestep@0 225231_value_1.0,-0.037982463358229156
timestep@3 225823_InputRoute: Continuous IV_value_1.0,-0.03796002657187172
timestep@3 225823_value_1.0,-0.03796002657187172
timestep@0 227969: Bed alarm activated_value_1.0,-0.03789968905112243
"timestep@0 Weight_value_(72.03, 82.236]",-0.03767109612244035
timestep@0 223900_value_Oriented,-0.037656014612987086
timestep@3 224409_value_Unable to Score,-0.03763638742053898
timestep@0 223992_value_Productive,-0.0374830124133011
timestep@0 224028_value_Pale,-0.037357090195439334
timestep@0 223991: Strong_value_1.0,-0.037340853864548045
timestep@1 224082: Side to Side_value_1.0,-0.037254157621421535
timestep@0 224041_value_None,-0.03720265574122831
timestep@0 224059_value_No Apparent Problem,-0.037200755564684995
timestep@1 226732: None_value_1.0,-0.03719548939268645
"timestep@3 HR_mean_(-0.001, 70.0]",-0.0371713365549911
timestep@3 225975_value_1.0,-0.03710480510864069
timestep@1 223985_value_Regular,-0.03698198934761317
timestep@2 225097: Not assessed_value_1.0,-0.03695865981253292
"timestep@3 HR_mean_(90.25, 103.0]",-0.03693705604864693
timestep@1 223758_value_DNR / DNI,-0.03692698347241991
timestep@0 224851: Dry and intact_value_1.0,-0.03688315889174329
"timestep@1 DiaBP_value_(68.0, 78.0]",-0.036851244171581386
"timestep@3 DiaBP_value_(68.0, 78.0]",-0.036835143626093005
timestep@2 224640_value_MICU,-0.036796984197711574
FIRST_WARDID_value:WARDID=33,-0.03678437208575828
timestep@1 223258_InputRoute: Continuous Med_value_1.0,-0.03674742855617789
"timestep@0 SysBP_value_(115.0, 128.0]",-0.03663957986468494
timestep@0 224851_value_1.0,-0.036614004626408604
"timestep@3 220074_value_(6.0, 9.0]",-0.036462501946893176
timestep@0 224862_value_2 mm,-0.03645944453125718
"timestep@0 227366_value_(-0.001, 1.0]",-0.03632018351830247
timestep@3 223934: Strong/Palpable_value_1.0,-0.03617253932092934
"timestep@2 RR_max_(15.0, 18.0]",-0.03616428776162974
timestep@1 224055_value_Rarely Moist,-0.03613664366126807
"timestep@0 50983_value_(142.0, 180.0]",-0.03612636363816708
"timestep@2 SpO2_value_(95.0, 97.0]",-0.0360022190128433
timestep@0 224005_value_Negative,-0.03598455694178136
"timestep@2 228305_value_(-0.001, 1.0]",-0.03587771977680671
"timestep@2 DiaBP_min_(67.0, 77.0]",-0.035857658292557215
"timestep@0 223876_value_(-0.001, 20.0]",-0.03575688868897963
timestep@3 224088_value_1.0,-0.035741663184490714
"timestep@2 50983_value_(140.0, 142.0]",-0.0357060313978214
timestep@3 70091_value_1.0,-0.035663086255630715
"timestep@3 50893_value_(8.5, 9.0]",-0.03563170193333642
"timestep@2 220181_value_(74.0, 82.0]",-0.035581023196369334
"timestep@2 HR_min_(89.0, 102.0]",-0.03550581849311622
timestep@1 220048: SR (Sinus Rhythm)_value_1.0,-0.03548989416523181
"timestep@0 DiaBP_max_(63.0, 71.0]",-0.03533958840473195
"timestep@1 RR_min_(16.0, 19.0]",-0.03531411206992402
"timestep@0 Temperature_value_(36.444, 36.833]",-0.03523107433446405
timestep@3 223795_value_Grimace Scale,-0.035148449570477844
timestep@0 224848_value_1.0,-0.03514680075050466
"timestep@0 50868_value_(11.0, 13.0]",-0.03509804704187817
"timestep@1 228298_value_No, not sedated",-0.03509196382852006
timestep@0 222168_value_1.0,-0.035077663034828656
"timestep@3 51006_value_(1.999, 12.0]",-0.035073424323615994
"timestep@2 51104_value_(5.999, 218.4]",-0.03491500062406502
"timestep@2 RR_value_(14.0, 17.0]",-0.03491347500866564
"timestep@0 DiaBP_value_(53.0, 61.0]",-0.034607614271033954
"timestep@2 225129_value_(-0.001, 1.0]",-0.03459947513439075
"timestep@3 SysBP_min_(126.0, 141.0]",-0.03453076131459207
"timestep@2 HR_max_(71.0, 81.0]",-0.03452865148094286
timestep@1 225059: COPD_value_1.0,-0.03429675973270203
timestep@2 225231: WNL_value_1.0,-0.03426332922776466
"timestep@3 SpO2_min_(95.0, 97.0]",-0.03409776572773728
timestep@2 224631_value_Red; unbroken,-0.03401249035202249
timestep@0 227088_value_Floor,-0.033983591298269195
timestep@2 224017_value_14 French,-0.03397426137489331
"timestep@1 Height_value_(-0.001, 160.0]",-0.03392341523287597
"timestep@0 51265_value_(4.999, 129.0]",-0.03388092215951507
timestep@1 223948_value_Easily Palpable,-0.03381944766557774
timestep@2 225072_value_Other,-0.03381179084953197
timestep@0 223989_value_Diminished,-0.033797030063718224
"timestep@0 Weight_value_(82.236, 96.5]",-0.03376732959972548
"timestep@2 Temperature_value_(36.444, 36.833]",-0.03375810431421783
timestep@2 227954: Calm_value_1.0,-0.03369550615267945
timestep@2 223919_value_Normal strength,-0.03364745741119127
"timestep@2 225754_value_(-3287.9610000000002, -0.874]",-0.03364366332526021
timestep@0 227088_value_Procedure room/Clinic,-0.03360650544791976
"timestep@0 DiaBP_min_(51.0, 59.0]",-0.03355092417495316
timestep@2 227346_value_Forgets limitations,-0.03343584068212572
MARITAL_STATUS_value:SINGLE,-0.033433430415593844
timestep@0 224031: None_value_1.0,-0.03341413716089316
timestep@1 224076: None_value_1.0,-0.03339729636873736
"timestep@3 HR_min_(69.0, 79.0]",-0.03339105022774517
"timestep@3 227366_value_(-0.001, 1.0]",-0.03329030791424173
"timestep@1 225085_value_(-0.001, 1.0]",-0.033207982223670586
"timestep@2 227349_value_(-0.001, 1.0]",-0.033185518350481495
timestep@3 70012_value_1.0,-0.03311258737549261
timestep@0 224850_value_None,-0.03308441956074143
"timestep@3 HR_value_(-0.001, 70.0]",-0.03307747983920201
ETHNICITY_value:HISPANIC OR LATINO,-0.032958908768371604
timestep@0 224016_value_Yellow,-0.032933428587013855
"timestep@3 RR_mean_(15.0, 17.0]",-0.03288373851478162
"timestep@3 HR_max_(81.0, 92.0]",-0.032836790329591505
timestep@3 224088: None_value_1.0,-0.032833936769971976
timestep@3 224860_value_Dry ,-0.03278066861418825
timestep@1 227341_value_No,-0.032779124436212725
timestep@3 223911_value_Purposeful,-0.03277241966271359
timestep@2 224733_value_3mm,-0.03273853266914542
"timestep@0 226633_value_(1000.0, 12255.0]",-0.03271883329980064
timestep@3 227960_value_No,-0.032711949709768796
timestep@2 220048: SB (Sinus Bradycardia)_value_1.0,-0.0326635547452247
timestep@2 223781_value_Yes,-0.03265634892419257
timestep@0 227668_value_3 rails up,-0.032605596270926684
timestep@2 225823_value_1.0,-0.03254704908201239
"timestep@0 223770_value_(-92.001, 90.0]",-0.032520451858623664
timestep@2 225823_InputRoute: Continuous IV_value_1.0,-0.03239740579276016
timestep@0 228306: Supervised_value_1.0,-0.032361302204324274
timestep@2 223837_value_7mm,-0.032306109631310524
"timestep@2 RR_max_(21.0, 24.0]",-0.03228078084909735
"timestep@3 DiaBP_min_(67.0, 77.0]",-0.032273872270078635
"timestep@1 220949_Rate_value_(0.167, 0.3]",-0.03221194687189489
timestep@3 224023: Parents_value_1.0,-0.03217114695254433
timestep@3 223918_value_Lifts and Holds,-0.03206646371119079
"timestep@3 220181_value_(74.0, 82.0]",-0.032053666988336234
"timestep@3 RR_mean_(-0.001, 15.0]",-0.03199729199396433
"timestep@2 SysBP_mean_(128.0, 143.0]",-0.031967105778732935
"timestep@3 RR_max_(18.0, 21.0]",-0.031965480998252895
timestep@0 223990_value_Shallow,-0.03186800926555211
"timestep@0 226724_value_(-1.204, -0.847]",-0.031849692436049716
"timestep@0 223873_value_(-0.001, 35.0]",-0.03184349341424759
"timestep@0 225087_value_(-0.001, 1.0]",-0.03180451218005365
"timestep@0 224695_value_(15.0, 19.0]",-0.03179886979322502
"timestep@0 224688_value_(14.0, 16.0]",-0.031752208862149224
timestep@2 224055_value_Rarely Moist,-0.03173902951834486
timestep@2 227944_value_All rails up (Non-restraint),-0.03164534377000027
"timestep@1 226871_value_(2.7, 3.2]",-0.03160590306520779
timestep@0 223951: Normal <3 Seconds_value_1.0,-0.03152608151068204
"timestep@3 225158_Rate_value_(0.0034200000000000003, 0.167]",-0.03142256953031832
timestep@1 227780_value_Dry and intact,-0.03140398993733945
"timestep@3 SpO2_max_(-0.001, 95.0]",-0.03139291986489874
"timestep@0 51301_value_(11.6, 15.1]",-0.03133185346900903
"timestep@1 SpO2_min_(95.0, 97.0]",-0.03130704504397973
"timestep@1 SysBP_mean_(116.0, 128.0]",-0.03130159022113861
"timestep@0 223835_value_(40.0, 50.0]",-0.03115924382181045
"timestep@1 HR_max_(71.0, 81.0]",-0.03114943214460592
timestep@3 227341_value_No,-0.031112344209681925
timestep@0 225237: WNL_value_1.0,-0.031060769183644345
"timestep@2 226180_value_(-0.001, 1.0]",-0.03104508931348978
timestep@0 223936_value_Easily Palpable,-0.031042516819381163
"timestep@0 51214_value_(30.999, 149.0]",-0.031028313024684166
ADMISSION_LOCATION_value:EMERGENCY ROOM ADMIT,-0.031017207304900374
"timestep@2 50868_value_(11.0, 13.0]",-0.030961620661943103
timestep@0 226168_value_1.0,-0.030934465724530607
"timestep@3 225828_Rate_value_(1.25, 1.667]",-0.03093261311032746
"timestep@0 224697_value_(-0.001, 7.0]",-0.030906278722510606
"timestep@3 50970_value_(3.2, 3.7]",-0.030904010813515938
"timestep@0 50808_value_(0.259, 1.04]",-0.030903950533297524
timestep@3 224082: Left Side_value_1.0,-0.030798934527919385
timestep@0 227700: Bed alarm activated_value_1.0,-0.03076891994157508
"timestep@0 226136_value_(-0.001, 1.0]",-0.030745764355105776
timestep@2 224769_value_Warm,-0.03070099822239224
timestep@1 224023: Relative_value_1.0,-0.030664595869210203
"timestep@1 DiaBP_max_(10.999, 54.0]",-0.030598406000693544
"timestep@0 225129_value_(-0.001, 1.0]",-0.030587554099675143
"timestep@2 225943_Rate_value_(0.662, 9.617]",-0.030511379949971978
"timestep@1 220181_value_(93.0, 120130.03]",-0.03050602490622877
"timestep@3 DiaBP_min_(77.0, 6657.0]",-0.030501691444227135
timestep@3 220048_value_1.0,-0.0304831865043401
"timestep@3 222168_Rate_value_(7.521, 96.172]",-0.030472246804829
"timestep@1 51301_value_(9.1, 11.6]",-0.0304537437101467
"timestep@0 220293_value_(20.0, 2600.0]",-0.030448034547777433
"timestep@0 225755_value_(-0.752, 0.0205]",-0.030382938042151954
"timestep@3 225126_value_(-0.001, 1.0]",-0.030324088907858572
timestep@1 224640_value_MICU,-0.030270364108972013
timestep@2 224767_value_Warm,-0.030257062284566708
timestep@2 223982_value_Normal,-0.030243661067531295
"timestep@1 224687_value_(-0.001, 6.9]",-0.0302435139784694
timestep@0 224003: Obese_value_1.0,-0.030179004800702125
timestep@0 225101: Walker_value_1.0,-0.030041738984656122
timestep@1 228299_value_ 0  Alert and calm,-0.03003233149985134
"timestep@1 Temperature_value_(36.444, 36.833]",-0.029983684213808315
timestep@2 224057_value_Slight Limitations,-0.029971866963876447
timestep@1 223782_value_1.0,-0.029943418149645993
"timestep@1 220292_value_(-0.001, 3.0]",-0.029942807699023473
"timestep@0 51006_value_(17.0, 23.0]",-0.02990120761806385
"timestep@0 SpO2_max_(97.0, 99.0]",-0.02985819874045999
timestep@1 224003: Soft_value_1.0,-0.02984225406330121
timestep@1 223999_value_1.0,-0.02977505325897445
timestep@2 227780_value_Dry and intact,-0.02974725558716215
timestep@1 225059: Renal Failure_value_1.0,-0.02974182557805186
timestep@0 223948_value_Easily Palpable,-0.029738566072834195
timestep@3 226104_value_Arouse to Stimulation,-0.02969843757804595
"timestep@2 227368_value_(-0.001, 1.0]",-0.0296784336387102
timestep@0 227969: Provided distraction_value_1.0,-0.029622813965952784
timestep@0 225237_value_1.0,-0.029588927539162455
"timestep@0 SysBP_mean_(128.0, 143.0]",-0.029576859109859466
"timestep@3 50825_value_(37.0, 37.6]",-0.02956562610379136
timestep@2 224756: Localizes_value_1.0,-0.029548429839074356
timestep@3 225237_value_1.0,-0.02951386232041905
"timestep@3 225756_value_(0.111, 31.056]",-0.0294982054143893
"timestep@3 SpO2_max_(97.0, 99.0]",-0.02949464057894451
timestep@1 227378_value_CC6D,-0.02947554397823574
"timestep@2 SpO2_mean_(95.0, 97.0]",-0.02947428273282289
"timestep@0 SysBP_max_(131.0, 146.0]",-0.02944890846682764
"timestep@2 225158_Rate_value_(0.187, 1.25]",-0.02942797242416436
timestep@2 228306: Mechanical Lift_value_1.0,-0.029420177513896934
"timestep@2 HR_mean_(90.25, 103.0]",-0.029415067909742996
"timestep@2 50868_value_(13.0, 15.0]",-0.029406209800898555
timestep@1 222168_InputRoute: Continuous Med_value_1.0,-0.029388919464680332
timestep@0 223759_value_1.0,-0.029358069388218225
timestep@0 225158_InputRoute: Continuous Med_value_1.0,-0.029350658124246688
timestep@1 224640_value_MICU/SICU,-0.02934379944926179
timestep@2 223991: None_value_1.0,-0.02933985070725242
"timestep@0 220181_value_(93.0, 120130.03]",-0.029313592171064506
timestep@1 223920_value_Normal strength,-0.029306637003477395
timestep@2 227375_value_No,-0.02929336520900925
"timestep@0 222168_Rate_value_(7.521, 96.172]",-0.02925978726450857
timestep@0 223759: No Additional Precautions_value_1.0,-0.02924085409762277
timestep@3 223947_value_Easily Palpable,-0.02923574862242929
"timestep@0 224689_value_(16.0, 555.0]",-0.029232977714642238
"timestep@2 SpO2_min_(95.0, 97.0]",-0.029120656649783503
timestep@0 228394_value_Both,-0.02910203854568241
"timestep@2 50817_value_(18.999, 78.0]",-0.02908703969530398
"timestep@1 225943_Rate_value_(0.662, 9.617]",-0.02908371078187156
timestep@2 223990_value_Normal,-0.029083090567587875
timestep@1 224259_value_None,-0.02907652321141832
timestep@3 224082: Turns by Self_value_1.0,-0.029032489771284708
"timestep@1 226361_Amount_value_(2000.0, 3200.0]",-0.028981249611484444
timestep@3 221468_value_1.0,-0.028939286687326152
"timestep@2 225086_value_(-0.001, 1.0]",-0.028923236712461057
timestep@3 225028: Dry and intact_value_1.0,-0.028908685430816698
"timestep@3 226136_value_(-0.001, 1.0]",-0.028873685579148316
"timestep@3 RR_value_(20.0, 23.0]",-0.028842680976501802
"timestep@0 RR_max_(21.0, 24.0]",-0.02883338570973841
"timestep@3 226559_value_(125.0, 240.0]",-0.02880045454920072
timestep@3 222168_InputRoute: Continuous Med_value_1.0,-0.028759918708076967
"timestep@3 225133_value_(-0.001, 1.0]",-0.028477927424871104
timestep@1 223999: Teeth/Tissue WNL_value_1.0,-0.028416141141829523
timestep@2 224085: Supervised_value_1.0,-0.02839253412075836
timestep@2 223792_value_1.0,-0.0283258304349799
timestep@3 224015_value_Voids,-0.02830617272780208
timestep@0 227378_value_4I,-0.0283002426413379
timestep@2 225231_value_1.0,-0.028283322245511725
timestep@0 222168_InputRoute: Continuous Med_value_1.0,-0.0282315740013163
timestep@0 223794_value_Tolerable,-0.02816280873987041
timestep@3 224073: Activity_value_1.0,-0.02813812919299268
RELIGION_value:OTHER,-0.028124023227045672
"timestep@3 51006_value_(17.0, 23.0]",-0.02801313467678677
"timestep@2 Weight_value_(82.236, 96.5]",-0.028011428861389513
"timestep@2 SysBP_min_(114.0, 126.0]",-0.02800011233284376
timestep@1 227343_value_None,-0.027914750431380295
"timestep@3 50960_value_(1.8, 2.0]",-0.027894917770762147
timestep@3 224026_value_Impaired,-0.02786505275519663
"timestep@0 225070_value_(-0.001, 1.0]",-0.027823427898381332
"timestep@0 227969: Clear, firm limit setting_value_1.0",-0.027799032675966857
"timestep@3 226559_value_(240.0, 5400.0]",-0.027792171094229098
timestep@0 224040: Not assessed_value_1.0,-0.027772662903991104
timestep@2 224415_value_23cm,-0.027707326926049377
timestep@2 226168: Swab_value_1.0,-0.027649136137267317
"timestep@3 50868_value_(11.0, 13.0]",-0.02761475232185667
"timestep@0 50862_value_(2.6, 3.1]",-0.027549936846653123
timestep@2 224042_value_Dry Sterile Dressing,-0.027533593492675177
"AGE_value:(49.368, 60.498]",-0.027527043054952162
timestep@0 224082_value_1.0,-0.027525237717827482
timestep@0 224027_value_Warm,-0.02745464601265992
timestep@1 224731_value_Intact,-0.02742768473091474
timestep@1 223900_value_No Response,-0.02740256420118965
timestep@3 223919_value_Lifts and Holds,-0.02739529715489383
"timestep@1 225754_value_(0.06, 0.0987]",-0.02738851136144219
"timestep@3 226588_value_(10.0, 20.0]",-0.02730137088101046
timestep@3 221468_InputRoute: Continuous Med_value_1.0,-0.02724704752591621
"timestep@3 224687_value_(6.9, 8.0]",-0.02724618698519143
"timestep@3 SpO2_value_(97.0, 99.0]",-0.02720853998272637
timestep@0 225072_value_With family,-0.02711958916177833
"timestep@1 50816_value_(50.0, 80.0]",-0.027090885299006322
timestep@0 224281: WNL_value_1.0,-0.02705936287179217
"timestep@0 220293_value_(-0.001, 16.0]",-0.027058530954377377
"timestep@3 223835_value_(40.0, 50.0]",-0.027054673117327052
"timestep@2 HR_mean_(-0.001, 70.0]",-0.027006199028493588
timestep@2 224851: Dry and intact_value_1.0,-0.02697484534607557
